,N_index,NYSE:EGL Open,NYSE:EGL High,NYSE:EGL Low,NYSE:EGL Close,NYSE:BA Open,NYSE:BA High,NYSE:BA Low,NYSE:BA Close,NYSE:TGI Open,NYSE:TGI High,NYSE:TGI Low,NYSE:TGI Close,NYSE:LMT Open,NYSE:LMT High,NYSE:LMT Low,NYSE:LMT Close,NYSE:NOC Open,NYSE:NOC High,NYSE:NOC Low,NYSE:NOC Close,NYSE:OA Open,NYSE:OA High,NYSE:OA Low,NYSE:OA Close
20-Nov-17,27,27.81,28.29,27.8,28.25,263.00,265.62,262.76,264.63,30.05,30.52,29.8,30.1,310.20,315.57,310.01,314.65,296.96,301.25,296.76,300.94,132.31,132.52,132.17,132.3
17-Nov-17,28,28.50,28.88,27.82,27.86,262.82,263.74,262.03,262.26,29.85,30.55,29.8,30.05,311.59,312.43,309.50,309.7,299.57,300.09,296.67,296.85,132.30,132.53,132.19,132.2
16-Nov-17,29,28.07,28.85,28.06,28.71,263.76,265.04,263.34,263.7,29.50,30.20,29.45,30.1,311.09,312.8,311.00,312.65,300.38,301.24,299.53,300.55,132.41,132.86,132.14,132.43
15-Nov-17,30,28.00,29.42,27.99,28.01,261.42,264.77,260.15,262.86,29.60,30.10,29.15,29.3,313.10,313.78,310.54,310.64,300.77,302.34,299.64,299.94,132.55,132.71,132.1,132.39
14-Nov-17,31,26.81,27.00,26.6,26.79,262.00,262.40,260.20,261.76,29.45,30.22,28.95,29.95,312.00,314.0,310.70,313.74,297.17,300.53,296.15,300.46,132.85,133.03,132.78,132.78
13-Nov-17,32,26.91,27.32,26.76,27.05,261.67,263.36,260.49,262.42,31.15,31.40,29.2,29.65,311.00,313.28,310.31,312.95,297.73,298.96,294.44,298.48,132.85,133.00,132.75,132.89
10-Nov-17,33,27.19,27.50,27.0,27.16,262.11,262.50,259.60,260.85,31.45,31.85,31.25,31.4,310.30,311.68,309.76,311.17,298.50,299.66,297.56,298.13,132.78,133.00,132.21,132.96
9-Nov-17,34,27.77,28.13,27.2,27.31,265.01,266.75,259.56,262.7,33.75,34.20,31.55,31.7,314.85,315.06,310.28,311.08,302.87,303.58,298.09,299.14,132.93,133.02,132.75,132.75
8-Nov-17,35,28.72,29.36,27.35,28.08,266.14,267.62,265.29,265.57,31.10,34.58,31.1,34.25,313.44,315.7,313.30,315.64,303.30,304.25,302.5,303.3,132.88,133.01,132.84,132.93
7-Nov-17,36,29.45,30.13,28.73,28.76,264.07,267.28,264.07,266.13,31.50,31.95,31.25,31.75,310.08,313.37,310.08,313.29,301.99,304.66,301.99,303.31,132.90,133.00,132.85,132.95
6-Nov-17,37,27.99,29.85,27.65,29.48,262.62,265.84,262.53,264.07,30.95,31.50,30.95,31.3,309.72,311.93,308.68,310.08,300.86,303.49,300.28,301.86,132.85,133.05,132.85,132.85
3-Nov-17,38,31.00,31.20,27.76,27.93,262.42,263.79,260.08,261.75,31.45,31.45,30.5,30.95,310.92,311.85,309.04,309.99,301.18,303.36,299.15,301.66,132.88,132.95,132.62,132.87
2-Nov-17,39,33.39,34.03,32.91,33.79,258.31,263.24,258.00,262.63,30.95,31.80,30.65,31.6,306.11,310.86,306.11,310.86,293.88,301.49,293.88,301.36,132.80,132.96,132.64,132.7
1-Nov-17,40,34.03,34.03,32.83,33.41,258.29,259.41,256.24,258.5,31.40,31.60,30.5,30.9,309.05,309.66,306.23,306.6,295.67,296.49,293.98,294.17,133.10,133.19,132.74,132.77
31-Oct-17,41,33.19,33.76,33.18,33.67,259.34,259.93,257.47,257.98,30.65,31.45,30.5,31.05,309.16,309.84,308.14,308.16,296.99,297.41,295.39,295.53,133.31,133.31,132.8,132.93
30-Oct-17,42,33.32,33.41,32.74,33.02,255.45,260.41,255.33,259.25,30.60,31.05,30.15,30.55,308.50,310.42,307.82,308.63,296.87,298.29,295.2,296.37,133.22,133.33,132.91,133.0
27-Oct-17,43,33.13,33.74,32.92,33.6,258.26,259.50,255.80,256.46,31.40,31.40,29.95,30.8,307.95,310.38,307.75,308.0,298.00,299.02,296.79,297.66,133.28,133.37,133.09,133.3
26-Oct-17,44,34.57,34.57,33.12,33.15,259.72,261.44,257.31,259.27,32.20,32.30,31.3,31.4,313.44,314.42,303.31,307.89,306.00,306.00,295.56,297.99,133.05,133.32,132.91,133.26
25-Oct-17,45,34.35,35.06,33.94,34.4,264.78,266.00,254.50,258.42,31.70,32.10,31.55,31.9,312.86,315.96,311.31,312.43,300.63,306.61,299.74,304.75,132.90,133.09,132.82,133.05
24-Oct-17,46,34.40,34.99,34.28,34.42,263.24,267.21,263.24,266.0,32.10,32.20,31.8,31.9,314.69,317.0,310.61,313.15,293.20,294.55,292.24,294.03,132.84,133.05,132.72,132.9
23-Oct-17,47,33.40,34.92,33.26,34.4,265.13,265.98,262.14,262.32,32.20,32.20,31.85,31.95,321.06,321.56,319.87,320.73,295.41,297.10,294.0,294.05,132.72,132.98,132.61,132.95
20-Oct-17,48,33.52,33.60,33.21,33.41,260.36,264.83,259.44,264.75,31.85,32.25,31.7,32.2,317.93,320.0,316.60,320.0,293.75,294.62,292.04,294.6,133.08,133.08,132.54,132.69
19-Oct-17,49,33.78,33.78,33.13,33.52,258.98,259.10,256.03,259.04,31.60,31.95,31.32,31.5,315.57,317.07,313.02,316.84,292.00,293.10,288.57,292.65,132.86,133.08,132.76,132.98
18-Oct-17,50,33.73,34.36,33.58,33.88,258.47,260.73,256.66,260.04,31.50,32.10,31.45,31.95,318.33,318.82,314.70,315.57,294.67,294.67,290.85,292.0,133.30,133.33,132.86,132.87
17-Oct-17,51,34.17,34.33,33.55,33.73,256.49,259.05,256.26,258.62,31.35,31.75,31.0,31.45,318.70,318.92,317.02,318.27,295.50,295.87,293.74,294.32,133.25,133.34,132.89,133.28
16-Oct-17,52,34.74,34.94,34.1,34.28,261.50,262.00,259.69,259.75,31.80,32.20,31.0,31.5,319.74,320.67,317.74,318.94,297.00,297.57,294.3,295.78,133.60,133.60,133.02,133.44
13-Oct-17,53,34.67,35.38,34.55,34.74,262.90,263.79,260.74,260.74,32.05,32.48,31.58,31.65,321.62,322.19,319.14,319.39,299.18,299.33,296.22,296.4,133.60,133.87,132.87,133.5
12-Oct-17,54,34.89,35.00,34.4,34.57,260.95,262.98,260.00,261.91,32.00,32.45,31.8,32.35,318.35,321.56,318.28,321.15,295.12,298.88,295.0,298.68,133.30,133.48,133.07,133.42
11-Oct-17,55,34.99,35.35,34.96,35.26,261.32,261.32,259.02,260.39,32.45,32.60,32.4,32.5,317.65,317.99,317.20,317.61,293.79,293.79,293.1,293.13,133.57,133.68,133.33,133.38
10-Oct-17,56,35.26,35.45,34.74,34.9,259.74,261.06,257.20,260.93,32.65,32.75,32.25,32.5,318.32,318.32,316.22,317.71,294.71,294.71,292.07,293.33,133.50,133.78,133.25,133.58
9-Oct-17,57,34.91,35.29,33.84,34.81,259.00,259.00,257.11,258.39,31.70,32.55,31.7,32.5,316.62,318.34,315.50,317.3,293.75,294.98,292.15,293.86,133.81,133.97,133.35,133.5
6-Oct-17,58,35.09,35.13,34.65,34.99,258.00,258.90,257.06,258.58,31.70,31.85,31.2,31.7,315.00,316.46,314.28,316.46,292.94,293.38,291.85,293.33,133.65,133.91,133.24,133.78
5-Oct-17,59,34.47,35.63,34.38,34.97,255.28,258.99,254.78,258.89,31.35,32.60,31.35,31.7,312.82,315.28,312.64,314.58,291.89,293.22,290.96,292.68,134.40,134.55,133.74,133.77
4-Oct-17,60,33.77,34.80,33.77,34.41,256.12,257.13,254.07,255.76,31.25,31.45,30.85,31.4,313.28,314.1,312.46,313.02,291.00,292.61,290.21,292.18,133.80,134.59,133.54,134.57
3-Oct-17,61,34.58,34.80,33.54,33.91,255.99,258.26,254.69,255.46,31.10,31.45,30.45,31.2,311.38,314.02,311.30,312.86,289.80,292.32,289.02,291.08,133.60,134.12,133.5,134.12
2-Oct-17,62,34.68,35.57,33.35,35.56,254.65,255.99,253.53,255.99,29.80,31.25,29.74,31.2,310.79,311.38,309.27,311.33,288.50,289.95,287.22,289.9,133.13,133.68,133.03,133.58
29-Sep-17,63,34.46,34.79,34.18,34.68,253.85,255.26,252.59,254.21,30.20,30.30,29.58,29.75,308.95,310.36,308.69,310.29,285.27,287.81,283.77,287.72,132.81,133.16,132.66,133.16
28-Sep-17,64,34.19,34.99,33.94,34.45,254.11,255.80,251.17,254.27,30.25,30.95,30.05,30.2,309.01,310.37,306.58,309.13,285.73,286.24,283.93,284.62,132.75,133.02,132.7,132.8
27-Sep-17,65,34.40,34.73,33.98,34.33,255.27,258.77,253.97,255.28,29.65,30.52,29.15,30.3,309.70,311.32,309.01,310.13,285.04,287.27,284.83,286.84,133.02,133.24,132.61,132.64
26-Sep-17,66,33.72,34.09,33.72,33.94,254.60,256.48,253.54,253.7,27.95,30.05,27.95,29.6,308.55,310.69,308.21,309.58,281.60,284.93,281.47,284.74,132.86,133.12,132.73,132.97
25-Sep-17,67,33.12,33.80,33.02,33.48,256.97,256.97,251.50,254.32,27.90,28.28,27.3,28.0,308.48,308.97,304.71,306.85,281.50,281.61,278.88,281.37,132.60,133.04,132.58,132.98
22-Sep-17,68,32.58,33.44,32.58,32.98,256.31,259.30,256.13,256.45,27.90,28.70,27.9,28.05,308.65,311.36,308.26,308.54,281.54,282.93,280.21,281.55,132.45,132.72,132.44,132.64
21-Sep-17,69,31.81,32.61,31.81,32.49,256.13,256.99,254.42,256.04,27.90,28.20,27.65,27.85,308.10,308.91,307.39,308.01,279.89,281.01,278.7,280.42,132.33,132.60,132.3,132.4
20-Sep-17,70,31.94,32.67,31.09,31.78,253.26,256.69,252.25,255.46,28.20,28.30,27.85,28.05,305.36,307.96,305.24,307.9,278.25,281.57,278.0,280.04,132.40,132.51,132.07,132.39
19-Sep-17,71,30.65,32.42,30.65,31.99,253.08,255.17,251.63,252.46,28.20,28.25,27.82,28.15,304.29,307.26,303.66,305.65,276.14,279.90,275.02,278.33,132.25,132.47,131.97,132.42
18-Sep-17,72,29.86,31.06,29.86,30.52,249.97,253.79,248.91,253.08,28.25,28.65,28.0,28.2,302.86,304.33,302.40,303.8,267.03,276.20,264.81,275.97,131.90,133.39,131.71,132.25
15-Sep-17,73,29.63,30.26,28.83,29.67,247.36,249.95,246.21,249.0,27.45,28.25,26.9,27.9,302.34,303.35,301.03,302.3,265.75,267.20,265.04,267.03,108.39,110.17,108.39,110.04
14-Sep-17,74,30.51,30.51,29.53,29.6,243.00,245.61,242.50,245.23,27.30,27.35,26.8,27.35,300.20,301.39,298.40,301.34,266.41,266.63,264.69,265.69,107.97,108.56,107.08,108.39
13-Sep-17,75,30.52,30.81,30.1,30.57,240.00,243.48,237.09,241.93,26.90,27.45,26.75,27.25,303.06,303.06,300.11,300.2,268.26,268.83,266.51,266.7,108.57,108.64,107.86,107.97
12-Sep-17,76,30.56,30.97,30.31,30.6,240.59,241.71,238.95,240.58,26.35,27.05,26.3,27.0,304.45,304.76,302.91,303.73,268.88,270.38,268.41,268.96,108.97,109.00,108.16,108.64
11-Sep-17,77,30.62,31.00,30.4,30.54,239.50,241.85,239.31,240.59,26.20,26.95,25.85,26.25,303.70,304.59,302.21,304.48,268.60,269.82,268.04,269.3,108.75,109.64,108.27,108.56
8-Sep-17,78,30.45,30.77,30.07,30.37,235.75,239.39,235.21,238.78,25.80,25.95,25.4,25.95,301.52,303.66,301.52,302.9,265.83,268.14,265.0,267.45,107.79,108.24,107.37,107.9
7-Sep-17,79,30.60,31.04,30.34,30.55,234.75,236.54,234.29,236.31,25.50,25.85,25.1,25.8,301.45,302.77,300.24,302.35,265.53,266.03,264.36,265.87,107.98,108.39,106.4,108.0
6-Sep-17,80,30.98,31.46,29.77,30.55,237.53,237.86,234.34,234.62,26.15,26.15,25.32,25.55,303.41,303.94,301.31,301.45,268.95,268.95,265.25,265.27,110.17,110.17,107.75,107.8
5-Sep-17,81,31.39,31.97,30.47,30.84,240.30,240.36,236.23,237.0,26.50,26.55,25.32,26.0,304.45,304.53,301.91,302.2,270.92,270.92,267.8,268.07,111.56,112.03,109.61,110.0
1-Sep-17,82,31.10,31.68,30.77,31.42,239.66,242.53,239.17,240.33,26.30,26.95,26.2,26.5,305.96,306.34,302.19,302.19,272.03,272.32,268.83,268.83,111.44,111.95,110.63,110.86
31-Aug-17,83,30.82,31.28,30.57,31.07,241.00,241.10,238.41,239.66,26.60,27.20,26.2,26.3,306.86,306.86,304.97,305.39,271.73,272.77,270.02,272.21,111.08,111.69,110.08,111.58
30-Aug-17,84,29.74,30.92,28.86,30.69,240.99,241.44,239.00,240.46,26.20,26.68,26.1,26.5,306.42,307.22,305.50,306.3,270.81,271.21,269.8,271.01,109.27,110.87,108.08,110.8
29-Aug-17,85,29.13,29.88,29.02,29.77,237.21,241.17,236.08,240.49,25.55,26.50,25.45,26.45,304.50,308.18,304.50,308.14,269.71,271.52,268.61,270.72,106.94,109.21,106.94,108.93
28-Aug-17,86,29.81,30.32,29.13,29.39,236.22,237.55,234.61,237.18,25.85,26.25,25.25,25.75,303.73,303.85,302.51,303.61,270.00,270.66,267.18,267.9,107.96,108.00,107.0,107.35
25-Aug-17,87,30.13,30.20,29.56,29.69,239.00,239.09,235.60,235.89,25.75,25.98,25.55,25.7,303.92,304.68,302.71,302.8,269.99,270.57,268.55,269.33,106.94,107.79,106.64,107.19
24-Aug-17,88,29.98,30.27,29.52,30.01,238.52,238.90,236.60,238.74,25.35,25.80,25.2,25.7,303.51,304.05,301.25,302.6,269.88,270.64,268.3,268.54,106.78,106.78,105.41,106.6
23-Aug-17,89,29.84,30.25,29.5,29.84,239.36,239.36,237.19,238.09,25.10,25.55,24.95,25.15,304.00,304.56,302.53,302.84,271.72,272.60,270.49,270.77,106.71,107.09,105.89,106.35
22-Aug-17,90,29.54,29.95,29.3,29.88,236.16,239.89,236.11,239.75,25.05,25.85,25.0,25.3,303.51,305.48,302.97,304.8,269.00,273.49,268.57,272.82,106.04,107.20,105.72,107.04
21-Aug-17,91,29.37,29.98,29.18,29.44,235.77,236.94,234.35,235.68,25.25,25.25,24.45,24.9,300.00,302.23,297.77,301.88,267.71,268.04,264.35,267.7,105.09,105.70,104.09,105.5
18-Aug-17,92,29.36,30.10,29.22,29.42,235.00,237.26,234.57,235.77,25.50,25.60,24.75,25.3,300.87,301.26,298.82,299.2,268.98,269.17,267.17,267.61,105.29,105.37,104.18,105.11
17-Aug-17,93,30.41,30.61,29.59,29.61,237.38,237.60,235.25,235.59,26.95,27.20,25.6,25.7,305.26,305.65,301.27,301.42,270.04,270.81,268.0,268.13,106.77,107.18,105.52,105.62
16-Aug-17,94,30.61,31.01,30.31,30.51,239.70,240.26,237.41,237.59,27.80,28.15,26.7,27.0,305.88,306.81,305.35,305.8,271.36,271.36,269.08,269.99,107.94,108.32,106.97,107.23
15-Aug-17,95,31.55,31.82,30.27,30.56,237.21,239.64,236.01,239.17,28.95,28.95,27.52,27.75,307.97,308.48,305.52,306.2,271.25,271.48,270.02,271.14,109.00,109.02,107.15,107.75
14-Aug-17,96,30.57,31.58,30.57,31.56,236.01,237.48,235.72,237.15,28.15,28.82,28.0,28.75,305.45,308.06,304.26,307.58,270.24,271.89,269.24,271.4,109.97,110.55,108.28,108.68
11-Aug-17,97,30.60,30.78,30.13,30.34,232.76,235.40,230.94,234.88,27.60,28.30,27.6,27.95,302.84,306.45,302.58,303.75,271.10,272.76,269.1,269.28,105.41,106.78,105.41,106.58
10-Aug-17,98,30.56,31.09,30.3,30.5,234.03,236.16,231.91,232.88,27.50,28.10,27.47,27.8,306.55,307.1,303.00,303.25,274.00,274.61,270.23,270.55,106.75,107.22,105.3,105.84
9-Aug-17,99,30.62,31.05,30.27,30.87,238.01,238.70,234.10,234.31,28.05,28.40,27.45,27.7,301.20,305.54,301.00,305.22,270.85,273.80,270.17,273.1,104.97,106.89,104.95,106.81
8-Aug-17,100,30.84,31.87,30.59,30.78,239.91,240.52,238.93,239.5,27.45,28.55,27.45,28.1,297.79,300.42,297.34,300.1,269.34,270.20,269.08,269.82,106.12,106.52,104.78,105.13
7-Aug-17,101,31.60,31.60,30.53,30.98,237.60,241.43,237.21,240.23,28.20,28.48,27.35,27.45,297.31,297.73,296.60,297.15,269.51,269.73,268.52,269.58,106.95,106.95,105.6,106.47
4-Aug-17,102,30.35,31.93,30.11,31.6,238.58,239.73,236.38,237.71,27.55,28.40,27.3,28.2,296.27,297.0,295.04,297.0,268.90,269.24,267.46,269.24,106.89,107.15,105.39,106.56
3-Aug-17,103,30.00,30.49,28.26,30.02,237.06,239.59,236.04,238.25,26.95,27.52,26.65,27.45,294.00,295.91,292.80,295.82,267.00,268.90,265.12,268.78,104.33,107.45,103.94,106.46
2-Aug-17,104,29.32,30.50,28.59,30.5,239.06,241.56,237.88,237.95,25.70,27.45,25.55,26.9,292.73,294.84,292.15,294.7,264.52,266.87,264.14,266.83,103.16,104.15,102.78,103.6
1-Aug-17,105,29.37,29.56,29.07,29.31,243.38,243.99,239.16,239.44,25.75,25.80,25.05,25.6,293.93,294.33,291.90,292.65,263.32,264.72,263.04,264.64,102.67,103.02,101.96,102.98
31-Jul-17,106,-,-,28.85,29.17,-,-,-,242.46,-,-,25.0,25.6,-,293.84,-,292.13,-,-,263.07,263.13,-,-,101.59,102.18
28-Jul-17,107,29.25,29.57,28.76,29.35,240.82,242.00,238.55,241.27,24.85,26.25,24.45,26.2,288.07,290.77,286.58,290.41,261.13,264.28,260.22,264.1,101.71,102.66,101.35,102.61
27-Jul-17,108,29.27,29.60,28.85,29.08,237.13,242.68,236.70,241.0,26.90,26.95,24.8,24.95,290.20,290.49,286.17,288.13,264.24,264.28,259.0,260.76,103.34,103.40,101.02,101.85
26-Jul-17,109,29.59,29.82,29.08,29.28,223.48,233.98,223.02,233.45,27.40,28.90,26.6,27.3,290.82,290.99,288.77,289.85,264.23,265.36,259.39,263.86,103.96,103.96,102.71,102.92
25-Jul-17,110,29.37,29.79,29.09,29.6,213.22,214.00,211.95,212.46,34.18,34.18,33.2,33.3,291.48,292.07,289.72,289.83,266.45,266.81,263.66,264.05,103.77,104.48,102.69,103.87
24-Jul-17,111,29.06,29.24,28.78,29.05,212.00,212.64,211.40,212.18,33.55,33.65,32.9,33.5,289.47,291.24,289.20,290.28,265.51,266.33,265.07,265.27,103.21,103.76,102.3,103.24
21-Jul-17,112,29.60,29.60,28.98,29.11,209.99,212.20,209.41,212.14,34.40,34.50,33.7,34.2,288.30,290.07,286.86,289.12,263.63,265.30,262.14,265.3,102.24,103.37,101.99,103.25
20-Jul-17,113,29.64,29.84,28.78,29.44,211.10,211.25,209.92,210.28,34.10,34.35,33.92,34.1,290.58,290.74,288.94,289.67,264.92,265.56,263.42,264.77,102.71,102.96,101.79,102.4
19-Jul-17,114,28.96,29.74,28.96,29.65,209.43,210.93,208.99,210.88,33.85,34.32,33.65,34.1,287.68,291.28,287.04,290.67,264.42,265.32,264.07,264.92,101.93,102.57,100.81,102.39
18-Jul-17,115,29.44,29.46,28.8,28.9,209.11,209.19,207.53,208.24,33.20,33.75,33.2,33.65,290.64,292.97,286.03,286.79,265.04,266.74,263.64,264.24,101.94,102.33,101.12,101.47
17-Jul-17,116,29.60,29.93,29.31,29.6,208.73,209.72,208.56,209.0,33.15,33.85,32.9,33.5,288.50,290.06,287.61,288.49,264.84,266.27,263.26,264.81,101.91,102.11,101.25,101.88
14-Jul-17,117,29.62,29.85,29.37,29.68,206.80,208.73,206.74,208.51,33.35,33.50,32.9,33.1,287.05,288.77,286.71,288.13,263.95,265.51,263.69,264.83,101.15,102.30,100.88,101.93
13-Jul-17,118,29.71,30.00,29.13,29.68,206.80,207.00,205.35,206.23,32.70,33.40,32.35,33.35,287.12,287.85,285.78,286.76,264.37,265.29,263.28,263.86,101.11,101.18,99.82,100.8
12-Jul-17,119,29.73,30.37,29.49,29.71,206.95,208.61,206.32,206.44,32.75,33.10,32.5,32.85,287.15,288.77,286.36,286.36,263.62,265.11,263.0,263.96,101.54,102.87,100.93,101.01
11-Jul-17,120,29.18,29.66,28.6,29.54,204.00,206.66,204.00,206.27,32.15,32.78,32.0,32.55,285.57,287.75,285.06,286.42,262.01,263.00,260.14,262.64,101.28,101.47,99.54,100.95
10-Jul-17,121,29.23,29.52,29.04,29.17,202.32,204.58,202.19,203.96,32.15,32.25,31.22,32.1,285.50,287.91,284.22,285.57,261.61,263.55,260.55,261.78,102.26,102.37,100.68,101.12
7-Jul-17,122,28.26,29.31,28.25,29.31,202.24,203.28,201.26,202.37,31.45,32.50,31.3,32.2,281.66,286.95,281.50,285.2,259.76,263.74,259.33,261.99,101.04,102.68,100.88,102.33
6-Jul-17,123,28.65,29.30,28.12,28.19,201.64,202.49,200.78,201.48,31.35,32.00,31.18,31.45,282.00,283.48,280.40,280.96,260.06,261.36,257.63,258.94,101.31,102.22,100.6,100.64
5-Jul-17,124,29.22,29.30,28.8,28.86,199.30,202.14,198.86,201.81,31.65,31.75,31.05,31.55,279.50,283.72,279.40,282.4,257.80,261.09,257.78,260.28,100.24,102.53,100.24,101.3
3-Jul-17,125,28.66,29.39,28.54,29.26,198.07,199.44,197.75,198.59,31.70,31.95,31.0,31.6,277.39,280.48,277.20,278.92,257.53,259.40,256.66,257.7,98.67,100.27,98.42,99.79
30-Jun-17,126,28.10,28.68,27.81,28.4,198.50,199.44,197.39,197.75,31.25,32.10,31.1,31.6,277.62,278.92,276.32,277.61,255.77,257.77,255.56,256.71,97.06,98.91,96.81,98.36
29-Jun-17,127,27.87,28.05,27.48,27.96,199.62,199.76,196.45,197.46,31.15,31.45,30.4,31.0,279.85,279.85,274.69,276.73,257.84,257.84,252.82,254.88,98.56,98.90,96.02,96.71
28-Jun-17,128,27.39,27.95,27.29,27.85,199.50,200.95,199.30,199.62,30.10,31.50,30.06,31.1,279.08,280.92,278.37,280.02,256.65,258.31,256.13,257.56,97.62,98.76,96.63,98.71
27-Jun-17,129,27.62,27.85,27.11,27.11,199.80,200.92,198.89,198.89,29.55,30.20,29.45,29.85,279.32,280.21,277.83,277.83,255.49,257.33,255.17,255.33,97.60,97.99,97.0,97.01
26-Jun-17,130,27.48,27.92,27.06,27.64,202.77,204.39,199.94,199.98,29.60,30.05,29.25,29.55,281.17,283.2,279.49,279.7,257.83,259.91,255.66,255.95,98.74,99.23,97.19,97.91
23-Jun-17,131,27.11,27.44,26.53,27.37,199.26,202.35,198.68,202.23,29.05,29.70,28.7,29.6,280.03,281.48,280.03,280.64,256.75,258.55,256.75,257.4,98.63,99.14,98.14,98.45
22-Jun-17,132,26.75,27.45,26.71,27.11,199.25,200.41,199.18,199.44,29.60,30.05,28.9,29.05,282.73,283.71,280.38,280.43,259.87,260.19,256.85,256.89,100.85,101.28,98.66,98.8
21-Jun-17,133,27.60,27.60,26.67,26.82,199.58,199.71,197.56,199.17,30.20,30.60,29.5,29.65,283.68,284.21,282.21,282.99,260.20,261.40,259.0,260.29,100.87,101.61,100.38,100.8
20-Jun-17,134,27.82,28.43,27.27,27.43,198.75,201.24,198.31,198.33,31.30,31.30,30.18,30.25,282.95,284.98,282.40,282.89,261.00,262.59,260.11,260.16,100.70,101.25,100.5,100.77
19-Jun-17,135,28.69,29.57,27.56,27.71,197.88,199.47,197.00,199.08,31.95,32.15,31.05,31.3,281.75,284.48,281.39,282.3,260.08,262.09,259.1,261.27,100.11,101.29,100.0,101.12
16-Jun-17,136,28.83,29.98,28.31,28.43,196.01,197.95,195.81,196.44,32.35,32.50,31.4,31.85,282.13,282.28,280.68,281.11,259.35,259.73,258.28,258.59,99.42,100.16,98.51,99.5
15-Jun-17,137,28.85,29.91,28.85,29.21,191.43,195.55,191.37,195.45,32.60,33.15,32.2,32.55,279.75,281.57,277.77,280.93,258.08,259.53,256.03,258.64,98.77,99.65,98.35,99.59
14-Jun-17,138,28.99,29.45,28.83,29.29,191.05,193.38,190.82,192.38,33.05,33.45,32.5,33.05,278.10,282.32,278.00,280.3,258.01,262.43,258.0,259.66,99.26,100.12,98.98,99.48
13-Jun-17,139,29.13,29.30,28.77,28.94,190.05,191.56,189.35,191.09,33.45,33.50,32.55,33.1,276.90,278.94,275.48,278.36,255.78,258.34,254.77,257.59,97.35,99.41,97.31,99.27
12-Jun-17,140,28.72,29.20,28.59,28.86,190.30,190.53,188.05,190.0,33.20,33.85,32.75,33.4,277.09,277.22,273.73,276.89,256.56,256.56,253.67,255.99,98.07,98.11,95.84,97.1
9-Jun-17,141,28.45,28.92,28.14,28.74,190.00,190.99,189.25,190.03,34.60,34.75,33.0,33.15,277.66,279.19,276.61,277.0,255.85,257.12,255.0,256.69,99.66,99.72,97.48,98.07
8-Jun-17,142,27.36,28.49,27.17,28.33,188.10,191.07,187.70,189.93,33.25,34.80,32.95,34.5,278.00,278.69,276.67,277.62,254.79,257.14,254.19,256.14,99.28,99.86,98.8,99.41
7-Jun-17,143,27.40,27.89,27.29,27.44,186.85,188.54,186.39,188.1,33.00,33.45,32.55,33.3,277.41,277.85,276.24,277.38,254.04,255.07,253.1,254.67,100.27,100.37,99.37,99.56
6-Jun-17,144,27.15,27.60,26.39,27.34,188.41,188.86,186.68,186.75,32.75,33.50,32.5,33.05,279.54,279.95,276.72,276.88,254.87,256.55,253.08,253.19,100.83,101.11,100.19,100.24
5-Jun-17,145,27.39,27.61,27.09,27.45,190.07,190.74,188.81,188.95,33.25,33.50,32.65,33.15,281.50,282.3,280.09,280.13,258.50,258.55,255.6,255.61,103.32,103.33,101.15,101.28
2-Jun-17,146,27.21,27.93,27.21,27.44,187.82,191.70,187.65,190.23,33.65,34.10,33.4,33.45,281.28,282.89,280.75,281.76,257.80,259.23,257.22,258.52,103.17,105.09,102.97,104.32
1-Jun-17,147,26.36,27.19,26.28,27.14,187.41,187.91,184.53,187.32,32.85,33.85,32.35,33.55,281.18,281.7,279.50,280.96,257.73,258.46,256.19,257.61,101.85,103.69,101.46,103.38
31-May-17,148,27.10,27.10,25.7,26.33,187.37,188.26,186.72,187.63,33.00,33.00,32.2,32.6,279.47,281.28,279.27,281.13,257.04,259.22,255.63,259.22,100.49,101.77,100.25,101.66
30-May-17,149,27.29,27.37,26.62,26.84,186.76,187.42,186.19,186.88,33.25,33.50,32.5,32.65,281.83,282.84,279.73,280.09,256.90,257.32,254.95,256.21,101.06,101.32,100.03,100.49
26-May-17,150,27.80,27.92,27.15,27.53,186.73,187.60,186.27,186.59,33.30,34.65,32.8,33.25,282.04,284.0,281.54,283.65,256.52,257.93,256.3,256.99,102.36,102.36,100.68,101.44
25-May-17,151,27.42,28.04,27.3,27.99,185.63,187.42,185.59,187.07,32.00,34.50,31.75,33.9,281.00,282.33,280.56,282.06,254.10,256.82,253.5,256.52,101.09,102.35,101.02,102.04
24-May-17,152,27.29,27.79,27.0,27.22,183.46,185.40,183.46,185.25,28.80,32.90,28.55,31.65,278.22,280.56,278.11,280.05,251.25,253.58,251.0,253.38,98.89,101.02,98.57,100.9
23-May-17,153,27.24,27.70,26.88,27.22,184.00,184.46,182.86,183.49,24.45,24.90,23.75,24.25,278.00,278.62,276.10,278.36,250.00,251.45,248.58,250.65,98.90,98.99,97.57,98.89
22-May-17,154,26.60,27.24,26.51,27.09,183.78,185.32,182.52,183.67,23.10,24.50,22.95,24.3,280.79,280.79,276.22,277.03,252.92,254.00,249.41,249.45,97.94,99.30,97.75,98.42
19-May-17,155,26.28,26.99,26.28,26.53,177.73,181.42,176.77,180.76,22.20,23.15,22.2,22.95,268.70,272.88,268.11,272.79,248.02,250.38,247.6,249.88,96.97,97.86,96.61,97.25
18-May-17,156,26.69,26.96,26.23,26.27,178.48,178.50,175.47,177.4,22.45,22.70,21.8,22.1,268.54,269.0,266.01,267.32,245.92,248.99,243.39,246.88,96.21,96.99,95.55,96.34
